0	0	4718001870	0	1	2999999790	0	2	971540	0	3	41560080	0	4	22883400	
1	0	5353598010	1	1	3010549300	1	2	1648430	1	3	54484220	1	4	27072710	
2	0	5024077860	2	1	3892047500	2	2	3041730	2	3	40285170	2	4	22185510	
3	0	5864833430	3	1	3377628910	3	2	13748390	3	3	51260470	3	4	22695490	
4	0	4939254510	4	1	2794349890	4	2	834790	4	3	45251420	4	4	18390820	
5	0	6226591600	5	1	3425262100	5	2	1360810	5	3	50460810	5	4	28096480	
6	0	5336103850	6	1	2803582240	6	2	3980830	6	3	36689470	6	4	18888790	
7	0	4891888380	7	1	4590256240	7	2	429150	7	3	37960540	7	4	25432100	
8	0	6584997290	8	1	4007990840	8	2	2460960	8	3	45933260	8	4	17223560	
9	0	6054377420	9	1	5059874690	9	2	1472820	9	3	54247370	9	4	23558190	
