0	0	4535536770	0	1	3983347990	0	2	0	0	3	66104390	0	4	19423320	
1	0	6205615660	1	1	5624142200	1	2	2318720	1	3	47638530	1	4	37226830	
2	0	5469106670	2	1	4212959730	2	2	1055040	2	3	49311590	2	4	24625290	
3	0	7348305280	3	1	5536650300	3	2	2066300	3	3	53031110	3	4	31991980	
4	0	7037139930	4	1	3079565940	4	2	4501870	4	3	59272480	4	4	17726400	
5	0	4613754610	5	1	4210776360	5	2	3607740	5	3	39198270	5	4	22055340	
6	0	6174420550	6	1	3914683730	6	2	1100100	6	3	33305500	6	4	16359030	
7	0	5068555510	7	1	3385613110	7	2	550100	7	3	30174120	7	4	17461070	
8	0	6485547780	8	1	4432821850	8	2	830830	8	3	46965910	8	4	18753120	
9	0	6592093850	9	1	4879481360	9	2	629300	9	3	44781120	9	4	20492130	
10	0	6329088000	10	1	3416578780	10	2	2234460	10	3	37796410	10	4	19461960	
11	0	4534978310	11	1	3989260000	11	2	8301850	11	3	71006600	11	4	27507470	
12	0	6395857790	12	1	5893759750	12	2	3070410	12	3	52209060	12	4	24606230	
13	0	7479924000	13	1	2966641310	13	2	2882290	13	3	48690800	13	4	23087390	
14	0	5616755450	14	1	3086685980	14	2	1818380	14	3	112969320	14	4	22451270	
15	0	5392500010	15	1	2626619900	15	2	3837060	15	3	55814600	15	4	39085080	
16	0	5144757820	16	1	4108785750	16	2	2906350	16	3	80786040	16	4	21873640	
17	0	6382553600	17	1	5092250860	17	2	1051970	17	3	40400340	17	4	22608990	
18	0	6144993490	18	1	3627388210	18	2	2228560	18	3	47316860	18	4	27401180	
19	0	5791363340	19	1	4078444650	19	2	1182940	19	3	49507040	19	4	23498400	
