0	0	934880220	0	1	1093794450	0	2	663470	0	3	23395220	0	4	20834480	
1	0	879225970	1	1	1078946610	1	2	958940	1	3	23572650	1	4	20856880	
2	0	835500330	2	1	1076869850	2	2	679790	2	3	23701140	2	4	20757200	
3	0	827886220	3	1	1076268350	3	2	279530	3	3	24072160	3	4	20649930	
4	0	848642780	4	1	1172527500	4	2	887100	4	3	29009350	4	4	22510460	
5	0	842234550	5	1	1131906030	5	2	991940	5	3	24363460	5	4	22120020	
6	0	842345900	6	1	1080797000	6	2	326750	6	3	23844090	6	4	21035720	
7	0	872545480	7	1	1083704300	7	2	822430	7	3	23965540	7	4	20924370	
8	0	877813110	8	1	1084536630	8	2	436480	8	3	23688540	8	4	22265280	
9	0	864752360	9	1	1083557110	9	2	317390	9	3	23828700	9	4	20843600	
