0	0	125	0	1	125	0	2	100000421	0	3	99999968	0	4	213417	0	5	125	0	6	49	0	7	213368	
1	0	125	1	1	125	1	2	99999977	1	3	99999968	1	4	213417	1	5	125	1	6	49	1	7	213368	
2	0	125	2	1	125	2	2	100000061	2	3	99999968	2	4	213417	2	5	125	2	6	49	2	7	213368	
3	0	125	3	1	125	3	2	100000267	3	3	99999968	3	4	213417	3	5	125	3	6	49	3	7	213368	
4	0	125	4	1	125	4	2	100000175	4	3	99999968	4	4	213417	4	5	125	4	6	49	4	7	213368	
5	0	125	5	1	125	5	2	99999896	5	3	99999968	5	4	213417	5	5	125	5	6	49	5	7	213368	
6	0	125	6	1	125	6	2	100000071	6	3	99999968	6	4	213417	6	5	125	6	6	49	6	7	213368	
7	0	125	7	1	125	7	2	99999984	7	3	99999968	7	4	213417	7	5	125	7	6	49	7	7	213368	
8	0	124	8	1	125	8	2	100000373	8	3	99999968	8	4	213417	8	5	125	8	6	49	8	7	213368	
9	0	125	9	1	125	9	2	99999896	9	3	99999968	9	4	213417	9	5	125	9	6	49	9	7	213368	
10	0	125	10	1	125	10	2	99999941	10	3	99999968	10	4	213417	10	5	125	10	6	49	10	7	213368	
11	0	125	11	1	125	11	2	100000335	11	3	99999968	11	4	213417	11	5	125	11	6	49	11	7	213368	
12	0	125	12	1	125	12	2	99999828	12	3	99999968	12	4	213417	12	5	125	12	6	49	12	7	213368	
13	0	125	13	1	125	13	2	99999959	13	3	99999968	13	4	213417	13	5	125	13	6	49	13	7	213368	
14	0	125	14	1	125	14	2	100000190	14	3	99999968	14	4	213417	14	5	125	14	6	49	14	7	213368	
15	0	125	15	1	125	15	2	99999812	15	3	99999968	15	4	213417	15	5	125	15	6	49	15	7	213368	
16	0	125	16	1	125	16	2	100000265	16	3	99999968	16	4	213417	16	5	125	16	6	49	16	7	213368	
17	0	125	17	1	125	17	2	100000282	17	3	99999968	17	4	213417	17	5	125	17	6	49	17	7	213368	
18	0	125	18	1	125	18	2	100000500	18	3	99999968	18	4	213417	18	5	125	18	6	49	18	7	213368	
19	0	125	19	1	125	19	2	100000116	19	3	99999968	19	4	213417	19	5	125	19	6	49	19	7	213368	
20	0	125	20	1	125	20	2	100000222	20	3	99999968	20	4	213417	20	5	125	20	6	49	20	7	213368	
21	0	125	21	1	125	21	2	100000030	21	3	99999968	21	4	213417	21	5	125	21	6	49	21	7	213368	
22	0	125	22	1	125	22	2	99999882	22	3	99999968	22	4	213417	22	5	125	22	6	49	22	7	213368	
23	0	125	23	1	125	23	2	99999703	23	3	99999968	23	4	213417	23	5	125	23	6	49	23	7	213368	
24	0	125	24	1	125	24	2	100000016	24	3	99999968	24	4	213417	24	5	125	24	6	49	24	7	213368	
25	0	125	25	1	125	25	2	100000038	25	3	99999968	25	4	213417	25	5	125	25	6	49	25	7	213368	
26	0	124	26	1	125	26	2	100000035	26	3	99999968	26	4	213417	26	5	125	26	6	49	26	7	213368	
27	0	125	27	1	125	27	2	100000189	27	3	99999968	27	4	213417	27	5	125	27	6	49	27	7	213368	
28	0	124	28	1	125	28	2	99999971	28	3	99999968	28	4	213417	28	5	125	28	6	49	28	7	213368	
29	0	125	29	1	125	29	2	100000056	29	3	99999968	29	4	213417	29	5	125	29	6	49	29	7	213368	
30	0	125	30	1	125	30	2	99999889	30	3	99999968	30	4	213417	30	5	125	30	6	49	30	7	213368	
31	0	124	31	1	125	31	2	99999941	31	3	99999968	31	4	213417	31	5	125	31	6	49	31	7	213368	
32	0	125	32	1	125	32	2	100000257	32	3	99999968	32	4	213417	32	5	125	32	6	49	32	7	213368	
33	0	125	33	1	125	33	2	100000403	33	3	99999968	33	4	213417	33	5	125	33	6	49	33	7	213368	
34	0	125	34	1	125	34	2	100000320	34	3	99999968	34	4	213417	34	5	125	34	6	49	34	7	213368	
35	0	125	35	1	125	35	2	100000129	35	3	99999968	35	4	213417	35	5	125	35	6	49	35	7	213368	
36	0	125	36	1	125	36	2	100000198	36	3	99999968	36	4	213417	36	5	125	36	6	49	36	7	213368	
37	0	125	37	1	125	37	2	99999742	37	3	99999968	37	4	213417	37	5	125	37	6	49	37	7	213368	
38	0	125	38	1	125	38	2	100000192	38	3	99999968	38	4	213417	38	5	125	38	6	49	38	7	213368	
39	0	125	39	1	125	39	2	100000154	39	3	99999968	39	4	213417	39	5	125	39	6	49	39	7	213368	
40	0	125	40	1	125	40	2	100000094	40	3	99999968	40	4	213417	40	5	125	40	6	49	40	7	213368	
41	0	125	41	1	125	41	2	100000117	41	3	99999968	41	4	213417	41	5	125	41	6	49	41	7	213368	
42	0	125	42	1	125	42	2	99999837	42	3	99999968	42	4	213417	42	5	125	42	6	49	42	7	213368	
43	0	124	43	1	125	43	2	99999838	43	3	99999968	43	4	213417	43	5	125	43	6	49	43	7	213368	
44	0	125	44	1	125	44	2	100000062	44	3	99999968	44	4	213417	44	5	125	44	6	49	44	7	213368	
45	0	124	45	1	125	45	2	100000014	45	3	99999968	45	4	213417	45	5	125	45	6	49	45	7	213368	
46	0	125	46	1	125	46	2	100000308	46	3	99999968	46	4	213417	46	5	125	46	6	49	46	7	213368	
47	0	125	47	1	125	47	2	99999554	47	3	99999968	47	4	213417	47	5	125	47	6	49	47	7	213368	
48	0	125	48	1	125	48	2	100000076	48	3	99999968	48	4	213417	48	5	125	48	6	49	48	7	213368	
49	0	125	49	1	125	49	2	100000212	49	3	99999968	49	4	213417	49	5	125	49	6	49	49	7	213368	
