0	0	7366642200	0	1	1477491700	0	2	1351770	0	3	28054150	0	4	17100190	0	5	2035300	0	6	17486400	0	7	11404076800	0	8	6892235200	
1	0	7674964700	1	1	1500473400	1	2	1527580	1	3	28644870	1	4	17418110	1	5	2899600	1	6	12434300	1	7	6820037900	1	8	7224195300	
2	0	6894445400	2	1	1418933200	2	2	907330	2	3	29944720	2	4	18826170	2	5	14173200	2	6	8358900	2	7	8690832500	2	8	13370544200	
3	0	7384888800	3	1	1521598900	3	2	1417400	3	3	27868450	3	4	19667520	3	5	1574200	3	6	11222600	3	7	9842467500	3	8	6905439600	
4	0	8482505700	4	1	1487679400	4	2	270900	4	3	31593280	4	4	18438890	4	5	2184500	4	6	21673500	4	7	13024582100	4	8	7317933300	
5	0	7082981900	5	1	1545969500	5	2	1207670	5	3	34369530	5	4	22793880	5	5	2164200	5	6	14947000	5	7	10045182600	5	8	7806197000	
6	0	7258361200	6	1	1426304100	6	2	1170790	6	3	27319510	6	4	18144150	6	5	2352100	6	6	13757800	6	7	6877120500	6	8	6298268700	
7	0	7546626100	7	1	1597205600	7	2	1255280	7	3	28927850	7	4	17552400	7	5	2332500	7	6	12291500	7	7	8151626600	7	8	7726698100	
8	0	7103823000	8	1	1423480400	8	2	324390	8	3	30287240	8	4	18228230	8	5	1685900	8	6	12940400	8	7	10411139400	8	8	8372721300	
9	0	6990322800	9	1	1684352200	9	2	1147200	9	3	27457720	9	4	17144140	9	5	1662500	9	6	11709700	9	7	8232475300	9	8	6770193100	
10	0	7443523300	10	1	1624244800	10	2	276100	10	3	29222920	10	4	17715290	10	5	1838200	10	6	10588800	10	7	7129063400	10	8	7226995900	
11	0	7228067600	11	1	1465509900	11	2	831750	11	3	31845460	11	4	18754070	11	5	2117300	11	6	11698900	11	7	8673032200	11	8	6946881000	
12	0	6656748500	12	1	1544087000	12	2	1276780	12	3	29342700	12	4	19551350	12	5	4784700	12	6	10795600	12	7	16326137100	12	8	6239372700	
13	0	8589200200	13	1	1498014200	13	2	859540	13	3	27114250	13	4	17172950	13	5	2175400	13	6	12326000	13	7	8594606200	13	8	7690764100	
14	0	7155121000	14	1	1583408400	14	2	1447440	14	3	29321000	14	4	18280830	14	5	1586500	14	6	13773600	14	7	11349025200	14	8	7805058700	
15	0	6737013400	15	1	1552137500	15	2	1121270	15	3	28380310	15	4	17743170	15	5	1600200	15	6	11274900	15	7	11932223500	15	8	7528657400	
16	0	6907063100	16	1	1578606600	16	2	807020	16	3	25723870	16	4	16315380	16	5	2095300	16	6	10283700	16	7	9578201900	16	8	6912200900	
17	0	7142903000	17	1	1702489900	17	2	838960	17	3	26851270	17	4	18000660	17	5	1593600	17	6	12689600	17	7	10759044200	17	8	7207880500	
18	0	7058295100	18	1	1532965400	18	2	1007230	18	3	25514050	18	4	16383950	18	5	1575200	18	6	12617100	18	7	13790977600	18	8	6779535700	
19	0	7034269900	19	1	1499544200	19	2	768870	19	3	25874690	19	4	16343210	19	5	1587500	19	6	12094600	19	7	9239059700	19	8	6603290800	
20	0	6907066500	20	1	1485072800	20	2	835720	20	3	28067050	20	4	17728620	20	5	1588300	20	6	9958800	20	7	16358187300	20	8	5268364600	
21	0	6563703400	21	1	1515524500	21	2	850840	21	3	27401600	21	4	17946090	21	5	2117800	21	6	9964300	21	7	7190669700	21	8	9181244900	
22	0	6544610800	22	1	1697884500	22	2	958100	22	3	28822000	22	4	17903890	22	5	1575600	22	6	12562900	22	7	13055830000	22	8	6912240600	
23	0	7265985200	23	1	1594840700	23	2	1133300	23	3	28237210	23	4	16803280	23	5	1580200	23	6	10569400	23	7	9430461700	23	8	6898243700	
24	0	6984348900	24	1	1541079800	24	2	1057610	24	3	26021750	24	4	16355850	24	5	2323100	24	6	16778800	24	7	6921390700	24	8	8702083900	
25	0	7210543600	25	1	1499221000	25	2	1279570	25	3	28049890	25	4	22262360	25	5	4754600	25	6	10459900	25	7	15224217000	25	8	6883491700	
26	0	6735640500	26	1	1471031600	26	2	764360	26	3	27395610	26	4	17164590	26	5	5452100	26	6	10349700	26	7	10119277200	26	8	3174581000	
27	0	7041082600	27	1	1713155800	27	2	1660810	27	3	25401340	27	4	16340020	27	5	2616700	27	6	10092800	27	7	10820919200	27	8	6383801200	
28	0	7128798600	28	1	1423505900	28	2	271170	28	3	27036250	28	4	16887080	28	5	2625300	28	6	9466400	28	7	10012048400	28	8	7289940800	
29	0	7721324000	29	1	1737470900	29	2	1077660	29	3	25693990	29	4	18755000	29	5	2253300	29	6	12011700	29	7	11836806100	29	8	6537677200	
30	0	6391230200	30	1	1550270000	30	2	947680	30	3	26116460	30	4	17072990	30	5	5206300	30	6	10299900	30	7	9538962400	30	8	4455739500	
31	0	6979107800	31	1	1595130000	31	2	1129230	31	3	25909160	31	4	16202110	31	5	2240400	31	6	10346900	31	7	11954406800	31	8	6803261200	
32	0	7117475600	32	1	1515752800	32	2	1244430	32	3	27193860	32	4	16688400	32	5	1576200	32	6	13733300	32	7	10394937600	32	8	8073320500	
33	0	6720257100	33	1	1483114200	33	2	1091550	33	3	28769350	33	4	17862030	33	5	2098800	33	6	8992100	33	7	8784056200	33	8	6686138100	
34	0	6994916200	34	1	1462234000	34	2	270160	34	3	26629260	34	4	16418190	34	5	1581800	34	6	12178400	34	7	8803327800	34	8	6783421200	
35	0	7017653500	35	1	1525903600	35	2	1668410	35	3	25805350	35	4	17315970	35	5	2400300	35	6	13264100	35	7	6263818900	35	8	9196120500	
36	0	6995252900	36	1	1493607300	36	2	1096100	36	3	27895220	36	4	17584770	36	5	2144400	36	6	8970800	36	7	7845818800	36	8	6897294300	
