0	0	475	0	1	1	0	2	477	0	3	3	0	4	219612371	0	5	1	0	6	219612372	0	7	2	0	8	213673	0	9	1	0	10	477	0	11	3	0	12	213364	0	13	2	
1	0	475	1	1	1	1	2	477	1	3	3	1	4	219612371	1	5	1	1	6	219612372	1	7	2	1	8	213673	1	9	1	1	10	477	1	11	3	1	12	213364	1	13	2	
2	0	475	2	1	1	2	2	477	2	3	3	2	4	219612371	2	5	1	2	6	219612372	2	7	2	2	8	213673	2	9	1	2	10	477	2	11	3	2	12	213364	2	13	2	
3	0	475	3	1	1	3	2	477	3	3	3	3	4	219612371	3	5	1	3	6	219612372	3	7	2	3	8	213673	3	9	1	3	10	477	3	11	3	3	12	213364	3	13	2	
4	0	475	4	1	1	4	2	477	4	3	3	4	4	219612371	4	5	1	4	6	219612372	4	7	2	4	8	213673	4	9	1	4	10	477	4	11	3	4	12	213364	4	13	2	
5	0	475	5	1	1	5	2	477	5	3	3	5	4	219612371	5	5	1	5	6	219612372	5	7	2	5	8	213673	5	9	1	5	10	477	5	11	3	5	12	213364	5	13	2	
6	0	475	6	1	1	6	2	477	6	3	3	6	4	219612371	6	5	1	6	6	219612372	6	7	2	6	8	213673	6	9	1	6	10	477	6	11	3	6	12	213364	6	13	2	
7	0	475	7	1	1	7	2	477	7	3	3	7	4	219612371	7	5	1	7	6	219612372	7	7	2	7	8	213673	7	9	1	7	10	477	7	11	3	7	12	213364	7	13	2	
8	0	475	8	1	1	8	2	477	8	3	3	8	4	219612371	8	5	1	8	6	219612372	8	7	2	8	8	213673	8	9	1	8	10	477	8	11	3	8	12	213364	8	13	2	
9	0	475	9	1	1	9	2	477	9	3	3	9	4	219612371	9	5	1	9	6	219612372	9	7	2	9	8	213673	9	9	1	9	10	477	9	11	3	9	12	213364	9	13	2	
10	0	475	10	1	1	10	2	477	10	3	3	10	4	219612371	10	5	1	10	6	219612372	10	7	2	10	8	213673	10	9	1	10	10	477	10	11	3	10	12	213364	10	13	2	
11	0	475	11	1	1	11	2	477	11	3	3	11	4	219612371	11	5	1	11	6	219612372	11	7	2	11	8	213673	11	9	1	11	10	477	11	11	3	11	12	213364	11	13	2	
12	0	475	12	1	1	12	2	477	12	3	3	12	4	219612371	12	5	1	12	6	219612372	12	7	2	12	8	213673	12	9	1	12	10	477	12	11	3	12	12	213364	12	13	2	
13	0	475	13	1	1	13	2	477	13	3	3	13	4	219612371	13	5	1	13	6	219612372	13	7	2	13	8	213673	13	9	1	13	10	477	13	11	3	13	12	213364	13	13	2	
14	0	475	14	1	1	14	2	477	14	3	3	14	4	219612371	14	5	1	14	6	219612372	14	7	2	14	8	213673	14	9	1	14	10	477	14	11	3	14	12	213364	14	13	2	
15	0	475	15	1	1	15	2	477	15	3	3	15	4	219612371	15	5	1	15	6	219612372	15	7	2	15	8	213673	15	9	1	15	10	477	15	11	3	15	12	213364	15	13	2	
16	0	475	16	1	1	16	2	477	16	3	3	16	4	219612371	16	5	1	16	6	219612372	16	7	2	16	8	213673	16	9	1	16	10	477	16	11	3	16	12	213364	16	13	2	
17	0	475	17	1	1	17	2	477	17	3	3	17	4	219612371	17	5	1	17	6	219612372	17	7	2	17	8	213673	17	9	1	17	10	477	17	11	3	17	12	213364	17	13	2	
18	0	475	18	1	1	18	2	477	18	3	3	18	4	219612371	18	5	1	18	6	219612372	18	7	2	18	8	213673	18	9	1	18	10	477	18	11	3	18	12	213364	18	13	2	
19	0	475	19	1	1	19	2	477	19	3	3	19	4	219612371	19	5	1	19	6	219612372	19	7	2	19	8	213673	19	9	1	19	10	477	19	11	3	19	12	213364	19	13	2	
20	0	475	20	1	1	20	2	477	20	3	3	20	4	219612371	20	5	1	20	6	219612372	20	7	2	20	8	213673	20	9	1	20	10	477	20	11	3	20	12	213364	20	13	2	
21	0	475	21	1	1	21	2	477	21	3	3	21	4	219612371	21	5	1	21	6	219612372	21	7	2	21	8	213673	21	9	1	21	10	477	21	11	3	21	12	213364	21	13	2	
22	0	475	22	1	1	22	2	477	22	3	3	22	4	219612371	22	5	1	22	6	219612372	22	7	2	22	8	213673	22	9	1	22	10	477	22	11	3	22	12	213364	22	13	2	
23	0	475	23	1	1	23	2	477	23	3	3	23	4	219612371	23	5	1	23	6	219612372	23	7	2	23	8	213673	23	9	1	23	10	477	23	11	3	23	12	213364	23	13	2	
24	0	475	24	1	1	24	2	477	24	3	3	24	4	219612371	24	5	1	24	6	219612372	24	7	2	24	8	213673	24	9	1	24	10	477	24	11	3	24	12	213364	24	13	2	
25	0	475	25	1	1	25	2	477	25	3	3	25	4	219612371	25	5	1	25	6	219612372	25	7	2	25	8	213673	25	9	1	25	10	477	25	11	3	25	12	213364	25	13	2	
26	0	475	26	1	1	26	2	477	26	3	3	26	4	219612371	26	5	1	26	6	219612372	26	7	2	26	8	213673	26	9	1	26	10	477	26	11	3	26	12	213364	26	13	2	
27	0	475	27	1	1	27	2	477	27	3	3	27	4	219612371	27	5	1	27	6	219612372	27	7	2	27	8	213673	27	9	1	27	10	477	27	11	3	27	12	213364	27	13	2	
28	0	475	28	1	1	28	2	477	28	3	3	28	4	219612371	28	5	1	28	6	219612372	28	7	2	28	8	213673	28	9	1	28	10	477	28	11	3	28	12	213364	28	13	2	
29	0	475	29	1	1	29	2	477	29	3	3	29	4	219612371	29	5	1	29	6	219612372	29	7	2	29	8	213673	29	9	1	29	10	477	29	11	3	29	12	213364	29	13	2	
30	0	475	30	1	1	30	2	477	30	3	3	30	4	219612371	30	5	1	30	6	219612372	30	7	2	30	8	213673	30	9	1	30	10	477	30	11	3	30	12	213364	30	13	2	
31	0	475	31	1	1	31	2	477	31	3	3	31	4	219612371	31	5	1	31	6	219612372	31	7	2	31	8	213673	31	9	1	31	10	477	31	11	3	31	12	213364	31	13	2	
32	0	475	32	1	1	32	2	477	32	3	3	32	4	219612371	32	5	1	32	6	219612372	32	7	2	32	8	213673	32	9	1	32	10	477	32	11	3	32	12	213364	32	13	2	
33	0	475	33	1	1	33	2	477	33	3	3	33	4	219612371	33	5	1	33	6	219612372	33	7	2	33	8	213673	33	9	1	33	10	477	33	11	3	33	12	213364	33	13	2	
34	0	475	34	1	1	34	2	477	34	3	3	34	4	219612371	34	5	1	34	6	219612372	34	7	2	34	8	213673	34	9	1	34	10	477	34	11	3	34	12	213364	34	13	2	
35	0	475	35	1	1	35	2	477	35	3	3	35	4	219612371	35	5	1	35	6	219612372	35	7	2	35	8	213673	35	9	1	35	10	477	35	11	3	35	12	213364	35	13	2	
36	0	475	36	1	1	36	2	477	36	3	3	36	4	219612371	36	5	1	36	6	219612372	36	7	2	36	8	213673	36	9	1	36	10	477	36	11	3	36	12	213364	36	13	2	
37	0	475	37	1	1	37	2	477	37	3	3	37	4	219612371	37	5	1	37	6	219612372	37	7	2	37	8	213673	37	9	1	37	10	477	37	11	3	37	12	213364	37	13	2	
38	0	475	38	1	1	38	2	477	38	3	3	38	4	219612371	38	5	1	38	6	219612372	38	7	2	38	8	213673	38	9	1	38	10	477	38	11	3	38	12	213364	38	13	2	
39	0	475	39	1	1	39	2	477	39	3	3	39	4	219612371	39	5	1	39	6	219612372	39	7	2	39	8	213673	39	9	1	39	10	477	39	11	3	39	12	213364	39	13	2	
40	0	475	40	1	1	40	2	477	40	3	3	40	4	219612371	40	5	1	40	6	219612372	40	7	2	40	8	213673	40	9	1	40	10	477	40	11	3	40	12	213364	40	13	2	
41	0	475	41	1	1	41	2	477	41	3	3	41	4	219612371	41	5	1	41	6	219612372	41	7	2	41	8	213673	41	9	1	41	10	477	41	11	3	41	12	213364	41	13	2	
42	0	475	42	1	1	42	2	477	42	3	3	42	4	219612371	42	5	1	42	6	219612372	42	7	2	42	8	213673	42	9	1	42	10	477	42	11	3	42	12	213364	42	13	2	
43	0	475	43	1	1	43	2	477	43	3	3	43	4	219612371	43	5	1	43	6	219612372	43	7	2	43	8	213673	43	9	1	43	10	477	43	11	3	43	12	213364	43	13	2	
44	0	475	44	1	1	44	2	477	44	3	3	44	4	219612371	44	5	1	44	6	219612372	44	7	2	44	8	213673	44	9	1	44	10	477	44	11	3	44	12	213364	44	13	2	
45	0	475	45	1	1	45	2	477	45	3	3	45	4	219612371	45	5	1	45	6	219612372	45	7	2	45	8	213673	45	9	1	45	10	477	45	11	3	45	12	213364	45	13	2	
46	0	475	46	1	1	46	2	477	46	3	3	46	4	219612371	46	5	1	46	6	219612372	46	7	2	46	8	213673	46	9	1	46	10	477	46	11	3	46	12	213364	46	13	2	
47	0	475	47	1	1	47	2	477	47	3	3	47	4	219612371	47	5	1	47	6	219612372	47	7	2	47	8	213673	47	9	1	47	10	477	47	11	3	47	12	213364	47	13	2	
48	0	475	48	1	1	48	2	477	48	3	3	48	4	219612371	48	5	1	48	6	219612372	48	7	2	48	8	213673	48	9	1	48	10	477	48	11	3	48	12	213364	48	13	2	
49	0	475	49	1	1	49	2	477	49	3	3	49	4	219612371	49	5	1	49	6	219612372	49	7	2	49	8	213673	49	9	1	49	10	477	49	11	3	49	12	213364	49	13	2	
